2.409752309322357178e-01,2.444118410348892212e-01,2.420302629470825195e-01,2.446433007717132568e-01,2.449913769960403442e-01,2.426661550998687744e-01,2.438699901103973389e-01,2.412928789854049683e-01,2.403909564018249512e-01,2.414113134145736694e-01
2.342456877231597900e-01,2.376752644777297974e-01,2.354163229465484619e-01,2.379963099956512451e-01,2.384730577468872070e-01,2.360540032386779785e-01,2.372073829174041748e-01,2.346102744340896606e-01,2.337588071823120117e-01,2.349213510751724243e-01
2.283058613538742065e-01,2.317499369382858276e-01,2.295877486467361450e-01,2.321150004863739014e-01,2.327366322278976440e-01,2.302338927984237671e-01,2.313581109046936035e-01,2.287527173757553101e-01,2.279228717088699341e-01,2.292088717222213745e-01
2.229954451322555542e-01,2.264705896377563477e-01,2.243709713220596313e-01,2.268434911966323853e-01,2.276125401258468628e-01,2.250466942787170410e-01,2.261602431535720825e-01,2.235674113035202026e-01,2.227177768945693970e-01,2.241060733795166016e-01
2.182586640119552612e-01,2.217434793710708618e-01,2.196869254112243652e-01,2.221003472805023193e-01,2.230026870965957642e-01,2.203860133886337280e-01,2.215176820755004883e-01,2.189458608627319336e-01,2.180476486682891846e-01,2.195022702217102051e-01
2.139208614826202393e-01,2.174042761325836182e-01,2.153822183609008789e-01,2.177369594573974609e-01,2.187609076499938965e-01,2.161182314157485962e-01,2.172568291425704956e-01,2.147221863269805908e-01,2.137709110975265503e-01,2.152767926454544067e-01
2.097972333431243896e-01,2.132821381092071533e-01,2.113078981637954712e-01,2.135717719793319702e-01,2.147197276353836060e-01,2.120521068572998047e-01,2.132314592599868774e-01,2.107231616973876953e-01,2.097312062978744507e-01,2.112467586994171143e-01
2.059477716684341431e-01,2.094195038080215454e-01,2.075341492891311646e-01,2.096352577209472656e-01,2.109204083681106567e-01,2.082204669713973999e-01,2.094955593347549438e-01,2.069718092679977417e-01,2.059490382671356201e-01,2.074352055788040161e-01
2.024101614952087402e-01,2.058545798063278198e-01,2.040868848562240601e-01,2.059558182954788208e-01,2.074180394411087036e-01,2.046912461519241333e-01,2.060408145189285278e-01,2.034974843263626099e-01,2.024580836296081543e-01,2.039413601160049438e-01
1.991618722677230835e-01,2.026042342185974121e-01,2.009308636188507080e-01,2.025353908538818359e-01,2.042267322540283203e-01,2.014661431312561035e-01,2.028384059667587280e-01,2.002949118614196777e-01,1.992534846067428589e-01,2.007476240396499634e-01
1.962377727031707764e-01,1.996851563453674316e-01,1.980875879526138306e-01,1.994676291942596436e-01,2.013515830039978027e-01,1.985943913459777832e-01,1.999399363994598389e-01,1.974035054445266724e-01,1.963811665773391724e-01,1.978673487901687622e-01
1.935505270957946777e-01,1.970175802707672119e-01,1.954623609781265259e-01,1.966826319694519043e-01,1.987044960260391235e-01,1.959943473339080811e-01,1.972795724868774414e-01,1.947535872459411621e-01,1.937618106603622437e-01,1.952455788850784302e-01
1.911262571811676025e-01,1.946091502904891968e-01,1.930999010801315308e-01,1.941924244165420532e-01,1.962941437959671021e-01,1.936511546373367310e-01,1.948845386505126953e-01,1.923608928918838501e-01,1.914067715406417847e-01,1.928761601448059082e-01
1.889296621084213257e-01,1.923880130052566528e-01,1.909645795822143555e-01,1.919149458408355713e-01,1.940608769655227661e-01,1.914948374032974243e-01,1.926890462636947632e-01,1.901924759149551392e-01,1.892745792865753174e-01,1.907347589731216431e-01
1.869053840637207031e-01,1.903073638677597046e-01,1.889891028404235840e-01,1.897933632135391235e-01,1.919660568237304688e-01,1.894488632678985596e-01,1.906352490186691284e-01,1.881937533617019653e-01,1.872942447662353516e-01,1.887319386005401611e-01
1.849962621927261353e-01,1.883168220520019531e-01,1.871212869882583618e-01,1.877584606409072876e-01,1.899557709693908691e-01,1.874778568744659424e-01,1.886752843856811523e-01,1.863161474466323853e-01,1.854162365198135376e-01,1.868393272161483765e-01
1.831848323345184326e-01,1.864389926195144653e-01,1.853613257408142090e-01,1.858336180448532104e-01,1.880535483360290527e-01,1.855856329202651978e-01,1.868165880441665649e-01,1.845475286245346069e-01,1.836148947477340698e-01,1.850410401821136475e-01
1.815218627452850342e-01,1.846927851438522339e-01,1.837402284145355225e-01,1.840433627367019653e-01,1.862819045782089233e-01,1.838314086198806763e-01,1.850880235433578491e-01,1.829237937927246094e-01,1.819367408752441406e-01,1.833883970975875854e-01
1.799799352884292603e-01,1.830623596906661987e-01,1.822308748960494995e-01,1.824018061161041260e-01,1.846518665552139282e-01,1.822087466716766357e-01,1.834756731986999512e-01,1.814212948083877563e-01,1.803822517395019531e-01,1.818693429231643677e-01
1.785414814949035645e-01,1.815223246812820435e-01,1.808111965656280518e-01,1.808697879314422607e-01,1.831440776586532593e-01,1.807126402854919434e-01,1.819833368062973022e-01,1.800263822078704834e-01,1.789468228816986084e-01,1.804662793874740601e-01
1.771774590015411377e-01,1.800689697265625000e-01,1.794579476118087769e-01,1.794292926788330078e-01,1.817466467618942261e-01,1.792984455823898315e-01,1.805848330259323120e-01,1.787028312683105469e-01,1.775962859392166138e-01,1.791354119777679443e-01
1.759175509214401245e-01,1.787202507257461548e-01,1.782013922929763794e-01,1.780863106250762939e-01,1.804442405700683594e-01,1.779962331056594849e-01,1.792943179607391357e-01,1.774751096963882446e-01,1.763465255498886108e-01,1.778913736343383789e-01
1.747469455003738403e-01,1.774807423353195190e-01,1.770431101322174072e-01,1.768593341112136841e-01,1.792411208152770996e-01,1.767963618040084839e-01,1.781044602394104004e-01,1.763493120670318604e-01,1.751889884471893311e-01,1.767445355653762817e-01
1.736605912446975708e-01,1.763317584991455078e-01,1.759755313396453857e-01,1.757193356752395630e-01,1.781208664178848267e-01,1.756913065910339355e-01,1.770078092813491821e-01,1.753211319446563721e-01,1.741218566894531250e-01,1.756875365972518921e-01
1.726425439119338989e-01,1.752637624740600586e-01,1.749820560216903687e-01,1.746640652418136597e-01,1.770838946104049683e-01,1.746673285961151123e-01,1.759802252054214478e-01,1.743626594543457031e-01,1.731249541044235229e-01,1.746950894594192505e-01
1.716997027397155762e-01,1.742645502090454102e-01,1.740605384111404419e-01,1.736742854118347168e-01,1.761182248592376709e-01,1.737189292907714844e-01,1.750218719244003296e-01,1.734756231307983398e-01,1.722009181976318359e-01,1.737701147794723511e-01
1.708360910415649414e-01,1.733407974243164062e-01,1.732112616300582886e-01,1.727556884288787842e-01,1.752226650714874268e-01,1.728356778621673584e-01,1.741387099027633667e-01,1.726625710725784302e-01,1.713469624519348145e-01,1.729101240634918213e-01
1.700423955917358398e-01,1.724785268306732178e-01,1.724067032337188721e-01,1.719028353691101074e-01,1.743851453065872192e-01,1.720100343227386475e-01,1.733171790838241577e-01,1.719108968973159790e-01,1.705471128225326538e-01,1.721080094575881958e-01
1.693187355995178223e-01,1.716865599155426025e-01,1.716548204421997070e-01,1.711180955171585083e-01,1.736115813255310059e-01,1.712469756603240967e-01,1.725585907697677612e-01,1.712264567613601685e-01,1.698014438152313232e-01,1.713581085205078125e-01
1.686528921127319336e-01,1.709518879652023315e-01,1.709607541561126709e-01,1.703984141349792480e-01,1.728945076465606689e-01,1.705301403999328613e-01,1.718503534793853760e-01,1.705941855907440186e-01,1.691027432680130005e-01,1.706580519676208496e-01
1.680357307195663452e-01,1.702553927898406982e-01,1.703077554702758789e-01,1.697170287370681763e-01,1.722117513418197632e-01,1.698613315820693970e-01,1.711842864751815796e-01,1.700000017881393433e-01,1.684555560350418091e-01,1.699979603290557861e-01
1.674491167068481445e-01,1.695952415466308594e-01,1.696891337633132935e-01,1.690725535154342651e-01,1.715622991323471069e-01,1.692236363887786865e-01,1.705487072467803955e-01,1.694392412900924683e-01,1.678475141525268555e-01,1.693734824657440186e-01
1.668847948312759399e-01,1.689659208059310913e-01,1.691041290760040283e-01,1.684633493423461914e-01,1.709397584199905396e-01,1.686040461063385010e-01,1.699385195970535278e-01,1.689045876264572144e-01,1.672647893428802490e-01,1.687671542167663574e-01
1.663388013839721680e-01,1.683595627546310425e-01,1.685362160205841064e-01,1.678755879402160645e-01,1.703394353389739990e-01,1.680098474025726318e-01,1.693500131368637085e-01,1.683929115533828735e-01,1.667048931121826172e-01,1.681786477565765381e-01
1.658095270395278931e-01,1.677803099155426025e-01,1.679940223693847656e-01,1.673180758953094482e-01,1.697703152894973755e-01,1.674410402774810791e-01,1.687798500061035156e-01,1.679017543792724609e-01,1.661670953035354614e-01,1.676123291254043579e-01
1.652938276529312134e-01,1.672179400920867920e-01,1.674777120351791382e-01,1.667885184288024902e-01,1.692193597555160522e-01,1.668992340564727783e-01,1.682277172803878784e-01,1.674273908138275146e-01,1.656489074230194092e-01,1.670621186494827271e-01
1.647875458002090454e-01,1.666691750288009644e-01,1.669738143682479858e-01,1.662727445363998413e-01,1.686725914478302002e-01,1.663702875375747681e-01,1.676845252513885498e-01,1.669603139162063599e-01,1.651398390531539917e-01,1.665271818637847900e-01
1.642831265926361084e-01,1.661329567432403564e-01,1.664826869964599609e-01,1.657696068286895752e-01,1.681398749351501465e-01,1.658509224653244019e-01,1.671486496925354004e-01,1.664979159832000732e-01,1.646373122930526733e-01,1.660050600767135620e-01
1.637902855873107910e-01,1.656160801649093628e-01,1.660015434026718140e-01,1.652811318635940552e-01,1.676199138164520264e-01,1.653471738100051880e-01,1.666249185800552368e-01,1.660431325435638428e-01,1.641432642936706543e-01,1.655022501945495605e-01
1.633083671331405640e-01,1.651010662317276001e-01,1.655265986919403076e-01,1.648054867982864380e-01,1.671100556850433350e-01,1.648515164852142334e-01,1.661103814840316772e-01,1.655979007482528687e-01,1.636565178632736206e-01,1.650168746709823608e-01
1.628437489271163940e-01,1.646108478307723999e-01,1.650692075490951538e-01,1.643419861793518066e-01,1.666150987148284912e-01,1.643662899732589722e-01,1.656105965375900269e-01,1.651614159345626831e-01,1.631800532341003418e-01,1.645468175411224365e-01
1.623941063880920410e-01,1.641380041837692261e-01,1.646210104227066040e-01,1.638868898153305054e-01,1.661359816789627075e-01,1.638891845941543579e-01,1.651284992694854736e-01,1.647318750619888306e-01,1.627189368009567261e-01,1.640916913747787476e-01
1.619584709405899048e-01,1.636846363544464111e-01,1.641840040683746338e-01,1.634507626295089722e-01,1.656808853149414062e-01,1.634257137775421143e-01,1.646607667207717896e-01,1.643099784851074219e-01,1.622696369886398315e-01,1.636521816253662109e-01
1.615448594093322754e-01,1.632546484470367432e-01,1.637720167636871338e-01,1.630289554595947266e-01,1.652469038963317871e-01,1.629770547151565552e-01,1.642161905765533447e-01,1.639005392789840698e-01,1.618436574935913086e-01,1.632323265075683594e-01
1.611452102661132812e-01,1.628408581018447876e-01,1.633764356374740601e-01,1.626264303922653198e-01,1.648347079753875732e-01,1.625437885522842407e-01,1.637882888317108154e-01,1.635020822286605835e-01,1.614329367876052856e-01,1.628295183181762695e-01
1.607660651206970215e-01,1.624498963356018066e-01,1.630022078752517700e-01,1.622350066900253296e-01,1.644290089607238770e-01,1.621249765157699585e-01,1.633802205324172974e-01,1.631136089563369751e-01,1.610453873872756958e-01,1.624400317668914795e-01
1.603953093290328979e-01,1.620672196149826050e-01,1.626346260309219360e-01,1.618611365556716919e-01,1.640382856130599976e-01,1.617204993963241577e-01,1.629830896854400635e-01,1.627384275197982788e-01,1.606649458408355713e-01,1.620613634586334229e-01
1.600460112094879150e-01,1.617146730422973633e-01,1.622929573059082031e-01,1.614849865436553955e-01,1.636781841516494751e-01,1.613303422927856445e-01,1.626065522432327271e-01,1.623758822679519653e-01,1.603142917156219482e-01,1.616973131895065308e-01
1.597078889608383179e-01,1.613669395446777344e-01,1.619617640972137451e-01,1.611730009317398071e-01,1.633543372154235840e-01,1.609573364257812500e-01,1.622420698404312134e-01,1.620367169380187988e-01,1.599733084440231323e-01,1.613423377275466919e-01
1.593910008668899536e-01,1.610556989908218384e-01,1.616666018962860107e-01,1.608865410089492798e-01,1.630549579858779907e-01,1.605987399816513062e-01,1.619085371494293213e-01,1.617078483104705811e-01,1.596527993679046631e-01,1.610012650489807129e-01
1.590807139873504639e-01,1.607268750667572021e-01,1.613660156726837158e-01,1.606728732585906982e-01,1.628235429525375366e-01,1.602588742971420288e-01,1.615930050611495972e-01,1.614204645156860352e-01,1.593400239944458008e-01,1.606698483228683472e-01
1.587971150875091553e-01,1.604385524988174438e-01,1.611001044511795044e-01,1.603795439004898071e-01,1.624981760978698730e-01,1.599333286285400391e-01,1.613347083330154419e-01,1.611456423997879028e-01,1.590712964534759521e-01,1.603574007749557495e-01
1.585261076688766479e-01,1.600892841815948486e-01,1.607803106307983398e-01,1.600139737129211426e-01,1.621308028697967529e-01,1.596335768699645996e-01,1.610919088125228882e-01,1.609144508838653564e-01,1.588035076856613159e-01,1.600630581378936768e-01
1.583169698715209961e-01,1.597537696361541748e-01,1.604534685611724854e-01,1.595482826232910156e-01,1.617064625024795532e-01,1.593602150678634644e-01,1.608922183513641357e-01,1.605533808469772339e-01,1.585891097784042358e-01,1.598300039768218994e-01
1.580799967050552368e-01,1.594348549842834473e-01,1.601066738367080688e-01,1.593064218759536743e-01,1.614426374435424805e-01,1.591917574405670166e-01,1.604881286621093750e-01,1.601719111204147339e-01,1.583209633827209473e-01,1.596770435571670532e-01
1.578688919544219971e-01,1.591646224260330200e-01,1.598256826400756836e-01,1.591539978981018066e-01,1.612754613161087036e-01,1.591365635395050049e-01,1.600885540246963501e-01,1.598508656024932861e-01,1.580342203378677368e-01,1.596662402153015137e-01
1.574932783842086792e-01,1.589367538690567017e-01,1.595976650714874268e-01,1.588719487190246582e-01,1.610104441642761230e-01,1.591075360774993896e-01,1.597950756549835205e-01,1.596438437700271606e-01,1.576693356037139893e-01,1.592681556940078735e-01
1.571376621723175049e-01,1.587069034576416016e-01,1.593912541866302490e-01,1.585456728935241699e-01,1.606989949941635132e-01,1.584206968545913696e-01,1.596416831016540527e-01,1.594702899456024170e-01,1.574214696884155273e-01,1.586839258670806885e-01
1.569275557994842529e-01,1.584859937429428101e-01,1.591781824827194214e-01,1.583350151777267456e-01,1.603991240262985229e-01,1.579878032207489014e-01,1.594475209712982178e-01,1.591674685478210449e-01,1.572555303573608398e-01,1.584815680980682373e-01
1.567728966474533081e-01,1.582051664590835571e-01,1.589244455099105835e-01,1.581756919622421265e-01,1.602205634117126465e-01,1.580778509378433228e-01,1.591148972511291504e-01,1.588652282953262329e-01,1.570821702480316162e-01,1.584360897541046143e-01
1.565752476453781128e-01,1.579484194517135620e-01,1.586842089891433716e-01,1.579734534025192261e-01,1.600347459316253662e-01,1.577005684375762939e-01,1.588557064533233643e-01,1.586410701274871826e-01,1.568726301193237305e-01,1.580534726381301880e-01
1.562487185001373291e-01,1.576927900314331055e-01,1.584399342536926270e-01,1.576847136020660400e-01,1.597699373960494995e-01,1.572913080453872681e-01,1.586947292089462280e-01,1.584665328264236450e-01,1.565648019313812256e-01,1.577315777540206909e-01
1.559968441724777222e-01,1.574871540069580078e-01,1.582460403442382812e-01,1.574928164482116699e-01,1.595081388950347900e-01,1.572936028242111206e-01,1.585059911012649536e-01,1.582856327295303345e-01,1.563549637794494629e-01,1.577024161815643311e-01
1.558428555727005005e-01,1.573080271482467651e-01,1.580708473920822144e-01,1.573586165904998779e-01,1.593322604894638062e-01,1.570021659135818481e-01,1.582490950822830200e-01,1.580306440591812134e-01,1.561987400054931641e-01,1.574327945709228516e-01
1.556472480297088623e-01,1.571202129125595093e-01,1.578868031501770020e-01,1.571385413408279419e-01,1.591596007347106934e-01,1.566749066114425659e-01,1.579931974411010742e-01,1.578080505132675171e-01,1.560373604297637939e-01,1.571173220872879028e-01
1.554161608219146729e-01,1.569482684135437012e-01,1.577087491750717163e-01,1.569060683250427246e-01,1.589690446853637695e-01,1.566386073827743530e-01,1.578116416931152344e-01,1.576414406299591064e-01,1.558320075273513794e-01,1.570737212896347046e-01
1.551909744739532471e-01,1.567284017801284790e-01,1.575001031160354614e-01,1.567247658967971802e-01,1.587457358837127686e-01,1.563805788755416870e-01,1.576650738716125488e-01,1.574754267930984497e-01,1.556116938591003418e-01,1.568553298711776733e-01
1.550256609916687012e-01,1.565254777669906616e-01,1.573203355073928833e-01,1.565856039524078369e-01,1.585404276847839355e-01,1.561224311590194702e-01,1.574469804763793945e-01,1.572966128587722778e-01,1.554466933012008667e-01,1.565760225057601929e-01
1.548851132392883301e-01,1.563247293233871460e-01,1.571286171674728394e-01,1.564271599054336548e-01,1.583820432424545288e-01,1.560602337121963501e-01,1.572392880916595459e-01,1.570740938186645508e-01,1.553098261356353760e-01,1.565192788839340210e-01
1.546817272901535034e-01,1.561450064182281494e-01,1.569659262895584106e-01,1.562176197767257690e-01,1.582089811563491821e-01,1.558267325162887573e-01,1.570764780044555664e-01,1.568787842988967896e-01,1.551576554775238037e-01,1.563276648521423340e-01
1.544805765151977539e-01,1.559867262840270996e-01,1.568186283111572266e-01,1.560463458299636841e-01,1.580396294593811035e-01,1.556105017662048340e-01,1.569250971078872681e-01,1.567169427871704102e-01,1.549861133098602295e-01,1.560821533203125000e-01
1.543090939521789551e-01,1.558370292186737061e-01,1.566630452871322632e-01,1.559034138917922974e-01,1.578519642353057861e-01,1.555305570363998413e-01,1.567649841308593750e-01,1.565598547458648682e-01,1.547993421554565430e-01,1.560124456882476807e-01
1.541591882705688477e-01,1.556987166404724121e-01,1.565277129411697388e-01,1.557515561580657959e-01,1.576914042234420776e-01,nan,1.565558314323425293e-01,1.564039885997772217e-01,1.546314507722854614e-01,nan
1.540129184722900391e-01,1.555474251508712769e-01,1.563704609870910645e-01,1.555963009595870972e-01,1.575520783662796021e-01,nan,1.563866734504699707e-01,1.562252193689346313e-01,1.545031517744064331e-01,nan
1.538283079862594604e-01,1.554126143455505371e-01,1.562317311763763428e-01,1.554080098867416382e-01,1.573991477489471436e-01,nan,1.562483161687850952e-01,1.560590416193008423e-01,1.543733626604080200e-01,nan
1.536573916673660278e-01,1.552456319332122803e-01,1.560643017292022705e-01,1.552641093730926514e-01,1.572520732879638672e-01,nan,1.560992002487182617e-01,1.559074372053146362e-01,1.542370766401290894e-01,nan
1.535086333751678467e-01,1.550984978675842285e-01,1.559158265590667725e-01,nan,1.570877283811569214e-01,nan,1.559433639049530029e-01,1.557667106389999390e-01,1.540819257497787476e-01,nan
1.533694267272949219e-01,1.549423485994338989e-01,1.557660549879074097e-01,nan,1.569377630949020386e-01,nan,1.557723432779312134e-01,1.556308269500732422e-01,1.539356708526611328e-01,nan
nan,1.547994166612625122e-01,1.556240171194076538e-01,nan,1.567982584238052368e-01,nan,1.556321382522583008e-01,1.554781794548034668e-01,nan,nan
nan,1.546626091003417969e-01,nan,nan,1.566638201475143433e-01,nan,nan,1.553330421447753906e-01,nan,nan
nan,nan,nan,nan,nan,nan,nan,1.551761478185653687e-01,nan,nan
nan,nan,nan,nan,nan,nan,nan,1.550356447696685791e-01,nan,nan
